pangea_id	Mean_Date [YY/MM/DD hh:mm]*	Mean_Lat*	Mean_Long*	Mean_Depth [m]*	Mean_Temperature [deg C]*	Mean_Salinity [PSU]*	Mean_Oxygen [umol/kg]*	Mean_Nitrates[umol/L]*	NO2 [umol/L]**	PO4 [umol/L]**	NO2NO3 [umol/L]**	SI [umol/L]**	AMODIS:PAR8d,Einsteins/m-2/d-1	Okubo-Weiss	Lyapunov_exp.	grad_SST_adv	retention	Mean Depth MLD Sigma [m]*	Mean Depth Max Fluo [m]*	Mean Depth Max N2 [m]*	Mean Depth Max O2 [m]*	Mean Depth Min O2 [m]*	Mean Depth Nitracline [m]*	miTAG.SILVA.Taxo.Richness	miTAG.SILVA.Phylo.Diversity	miTAG.SILVA.Chao	miTAG.SILVA.ace	miTAG.SILVA.Shannon	OG.Shannon	OG.Richness	OG.Evenness	FC - heterotrophs [cells/mL]	FC - autotrophs [cells/mL]	FC - bacteria [cells/mL]	FC - picoeukaryotes [cells/mL]	minimum generation time [h]	sample	INSDC sample accession number(s)	INSDC run accession number(s)	Corresponding nucleotides data published at ENA	PANGAEA sample identifier	Corresponding contextual data published at PANGAEA	Station identifier [TARA_station#]	Date/Time [yyyy-mm-ddThh:mm]	lat	lon	Sampling depth [m]	Environmental Feature	Size fraction lower threshold [micrometre]	Size fraction upper threshold [micrometre]	Marine pelagic biomes (Longhurst 2007)	region	Marine pelagic biomes  (Longhurst 2007) [MRGID registered at www.marineregions.com]	level
TARA_B100001964	12/02/2011 05:44 PM	14.17	-116.71	44.2	18.6	34.4	95.4	11	0.31	0.88	6.05	4.66	40.6	0.05	0.03	NA	2.67	17	40	38	29	364	46	3055	512	4997	4956	6.08	7.21	17574	0.738	4323439	93168	4416607	4746	31	TARA_137_DCM_0.22-3	ERS493670	ERR598987|ERR599070|ERR599099|ERR599147	http://www.ebi.ac.uk/ena/data/view/ERR598987,ERR599070,ERR599099,ERR599147	TARA_B100001964	http://www.pangaea.de/search?All&q=TARA_B100001964	TARA_137	2011-12-02 20:42:00	14.2075	-116.6468	40	(DCM) deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Trades Biome	(NPO) North Pacific Ocean [MRGID:1908]	(PNEC) North Pacific Equatorial Countercurrent Province [MRGID:21488]	DCM
TARA_B100001971	12/03/2011 04:31 PM	14.17	-116.66	371	8.9	34.6	0.6	35.7	0.01	2.95	34.55	46.62	40.5	0.05	0.03	NA	2.67	17	40	38	29	364	46	3902	632	6924	6801	6.25	7.26	20606	0.731	132720	0	132720	0	32	TARA_137_MES_0.22-3	ERS493705	ERR599015|ERR599076|ERR599127|ERR599152	http://www.ebi.ac.uk/ena/data/view/ERR599015,ERR599076,ERR599127,ERR599152	TARA_B100001971	http://www.pangaea.de/search?All&q=TARA_B100001971	TARA_137	2011-12-03 14:31:20	14.2025	-116.6433	375	(MES) mesopelagic zone (ENVO:00000213)	0.22	3	Trades Biome	(NPO) North Pacific Ocean [MRGID:1908]	(PNEC) North Pacific Equatorial Countercurrent Province [MRGID:21488]	MES
TARA_B100001287	12/02/2011 02:10 PM	14.2	-116.63	5.4	26.4	33.9	195.1	3.2	0.07	0.46	2.44	2.54	33.6	0.05	0.03	NA	2.67	17	40	38	29	364	46	2330	374	3365	3220	6.61	7.13	13939	0.747	755425	273894	1029319	10134	12	TARA_137_SRF_0.22-3	ERS493636	ERR598989	http://www.ebi.ac.uk/ena/data/view/ERR598989	TARA_B100001287	http://www.pangaea.de/search?All&q=TARA_B100001287	TARA_137	2011-12-02 14:12:00	14.2035	-116.6261	5	(SRF) surface water layer (ENVO:00002042)	0.22	3	Trades Biome	(NPO) North Pacific Ocean [MRGID:1908]	(PNEC) North Pacific Equatorial Countercurrent Province [MRGID:21488]	SRF
TARA_B100001996	12/11/2011 02:14 PM	6.34	-102.98	58.1	19	34.6	77	22.1	0.83	1.11	12.9	8.07	32.3	-0.11	0.04	NA	1.61	24	50	48	28	347	55	2984	460	4312	4146	6.64	7.12	16960	0.732	306105	60313	366418	3630	10	TARA_138_DCM_0.22-3	ERS493788	ERR599087	http://www.ebi.ac.uk/ena/data/view/ERR599087	TARA_B100001996	http://www.pangaea.de/search?All&q=TARA_B100001996	TARA_138	2011-12-11 13:27:34	6.3378	-102.9538	60	(DCM) deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Trades Biome	(NPO) North Pacific Ocean [MRGID:1908]	(PNEC) North Pacific Equatorial Countercurrent Province [MRGID:21488]	DCM
TARA_B100002003	12/11/2011 10:51 PM	6.37	-103.07	444.9	8.2	34.6	0.8	36.9	0.01	3.16	36.22	52.92	33.7	-0.11	0.04	NA	1.61	24	50	48	28	347	55	3860	602	6404	6338	6.28	7.3	20553	0.735	130743	0	130743	0	36	TARA_138_MES_0.22-3	ERS493822	ERR599004|ERR599051|ERR599060|ERR599175	http://www.ebi.ac.uk/ena/data/view/ERR599004,ERR599051,ERR599060,ERR599175	TARA_B100002003	http://www.pangaea.de/search?All&q=TARA_B100002003	TARA_138	2011-12-11 20:37:22	6.3559	-103.0598	450	(MES) mesopelagic zone (ENVO:00000213)	0.22	3	Trades Biome	(NPO) North Pacific Ocean [MRGID:1908]	(PNEC) North Pacific Equatorial Countercurrent Province [MRGID:21488]	MES
TARA_B100001989	12/10/2011 01:58 PM	6.33	-102.94	5.4	26.6	33.4	196.9	-1.2	0	0.16	0	1.19	40.6	-0.11	0.04	NA	1.61	24	50	48	28	347	55	2661	436	4306	4212	6.51	7.12	17717	0.728	394198	222835	617033	1567	15	TARA_138_SRF_0.22-3	ERS493752	ERR599030	http://www.ebi.ac.uk/ena/data/view/ERR599030	TARA_B100001989	http://www.pangaea.de/search?All&q=TARA_B100001989	TARA_138	2011-12-10 14:08:00	6.3332	-102.9432	5	(SRF) surface water layer (ENVO:00002042)	0.22	3	Trades Biome	(NPO) North Pacific Ocean [MRGID:1908]	(PNEC) North Pacific Equatorial Countercurrent Province [MRGID:21488]	SRF
TARA_B100002019	12/21/2011 04:25 PM	7.41	-79.3	5.4	26.6	28.9	205.3	-3.8	0	0.08	0	0.54	27.9	0.22	0.36	NA	0	4	26	42	29	288	48	2919	459	4459	4420	6.73	7.19	17614	0.735	867923	264990	1132914	5808	13	TARA_140_SRF_0.22-3	ERS493877	ERR599162	http://www.ebi.ac.uk/ena/data/view/ERR599162	TARA_B100002019	http://www.pangaea.de/search?All&q=TARA_B100002019	TARA_140	2011-12-21 16:20:00	7.4122	-79.3017	5	(SRF) surface water layer (ENVO:00002042)	0.22	3	Coastal Biome	(NPO) North Pacific Ocean [MRGID:1908]	(CAMR) Central American Coastal Province [MRGID:21494]	SRF
TARA_B100001939	12/30/2011 12:56 PM	9.85	-80.04	5.4	27.1	34.3	195.5	-1.7	0	0.01	0	2.93	35.9	0.34	0.16	NA	0	5	40	66	29	395	218	2904	466	4633	4527	6.68	7.23	16828	0.743	439099	139450	578549	2277	10	TARA_141_SRF_0.22-3	ERS493914	ERR599029	http://www.ebi.ac.uk/ena/data/view/ERR599029	TARA_B100001939	http://www.pangaea.de/search?All&q=TARA_B100001939	TARA_141	2011-12-30 13:35:00	9.8481	-80.0454	5	(SRF) surface water layer (ENVO:00002042)	0.22	3	Coastal Biome	(NAO) North Atlantic Ocean [MRGID:1912]	(GUIA) Guianas Coastal Province [MRGID:21463]	SRF
TARA_B100002052	01/09/2012 09:30 PM	25.66	-88.47	123.7	24.9	36.2	193	0.4	0.02	0.02	0.06	1.17	NA	-3.49	0.06	NA	43.44	142	50	151	244	485	271	3131	486	4745	4636	6.8	7.2	18707	0.732	602824	66588	669412	1253	11	TARA_142_DCM_0.22-3	ERS493981	ERR599100	http://www.ebi.ac.uk/ena/data/view/ERR599100	TARA_B100002052	http://www.pangaea.de/search?All&q=TARA_B100002052	TARA_142	2012-01-09 20:17:16	25.6168	-88.4532	125	(DCM) deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Coastal Biome	(NAO) North Atlantic Ocean [MRGID:1912]	(CARB) Caribbean Province [MRGID:21466]	DCM
TARA_B100002049	01/10/2012 04:43 PM	25.63	-88.44	634.8	9.8	35.2	108.2	31.9	0	1.22	20.25	8.62	NA	-3.49	0.06	NA	43.44	142	50	151	244	485	271	3709	568	5980	5859	6.84	7.33	20525	0.738	145742	0	145742	0	20	TARA_142_MES_0.22-3	ERS494006	ERR598985	http://www.ebi.ac.uk/ena/data/view/ERR598985	TARA_B100002049	http://www.pangaea.de/search?All&q=TARA_B100002049	TARA_142	2012-01-10 14:49:35	25.6236	-88.45	640	(MES) mesopelagic zone (ENVO:00000213)	0.22	3	Coastal Biome	(NAO) North Atlantic Ocean [MRGID:1912]	(CARB) Caribbean Province [MRGID:21466]	MES
TARA_B100002051	01/09/2012 12:41 PM	25.51	-88.38	5.4	25	36.2	194.3	-2.2	0.02	0	0.05	1.22	NA	-3.49	0.06	NA	43.44	142	50	151	244	485	271	2942	466	4605	4424	6.73	7.19	17734	0.735	436017	89629	525647	1597	11	TARA_142_SRF_0.22-3	ERS493938	ERR599136	http://www.ebi.ac.uk/ena/data/view/ERR599136	TARA_B100002051	http://www.pangaea.de/search?All&q=TARA_B100002051	TARA_142	2012-01-09 13:41:00	25.5264	-88.394	5	(SRF) surface water layer (ENVO:00002042)	0.22	3	Coastal Biome	(NAO) North Atlantic Ocean [MRGID:1912]	(CARB) Caribbean Province [MRGID:21466]	SRF
TARA_B100001146	02/02/2012 08:29 PM	39.19	-70.08	585.7	5.1	35	230.2	19.9	0.01	1.47	21.5	13.73	NA	-0.16	0.05	NA	17.22	89	19	109	695	198	191	4021	618	6973	6923	6.88	7.2	19418	0.729	54937	0	54937	0	26	TARA_145_MES_0.22-3	ERS494208	ERR599166	http://www.ebi.ac.uk/ena/data/view/ERR599166	TARA_B100001146	http://www.pangaea.de/search?All&q=TARA_B100001146	TARA_145	2012-02-02 18:36:58	39.2392	-70.0343	590	(MES) mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065)	0.22	3	Westerlies Biome	(NAO) North Atlantic Ocean [MRGID:1912]	(GFST) Gulf Stream Province [MRGID:21454]	MES
TARA_B100001142	02/02/2012 12:02 PM	39.23	-70.03	5.5	14.1	35.2	233.9	3.5	0.11	0.35	4.38	2.77	NA	-0.16	0.05	NA	17.22	89	19	109	695	198	191	3373	483	4571	4398	6.76	7.16	14527	0.747	374730	22789	397520	7749	10	TARA_145_SRF_0.22-3	ERS494170	ERR598983	http://www.ebi.ac.uk/ena/data/view/ERR598983	TARA_B100001142	http://www.pangaea.de/search?All&q=TARA_B100001142	TARA_145	2012-02-02 11:52:00	39.2305	-70.0377	5	(SRF) surface water layer (ENVO:00002042)	0.22	3	Westerlies Biome	(NAO) North Atlantic Ocean [MRGID:1912]	(GFST) Gulf Stream Province [MRGID:21454]	SRF
TARA_B100001167	02/16/2012 02:53 PM	34.63	-71.26	633.3	11	35.4	138.1	21.8	0	1.31	20.03	13.24	NA	-2.38	0.08	NA	83.42	187	46	204	297	610	395	3683	564	6301	6258	6.74	7.15	18701	0.727	78074	0	78074	0	21	TARA_146_MES_0.22-3	ERS494274	ERR599047	http://www.ebi.ac.uk/ena/data/view/ERR599047	TARA_B100001167	http://www.pangaea.de/search?All&q=TARA_B100001167	TARA_146	2012-02-16 12:01:25	34.6663	-71.2907	640	(MES) mesopelagic zone (ENVO:00000213)	0.22	3	Westerlies Biome	(NAO) North Atlantic Ocean [MRGID:1912]	(NAST-W) North Atlantic Subtropical Gyral Province [MRGID:21455]	MES
TARA_B100001540	02/15/2012 12:59 PM	34.68	-71.3	11.7	19.1	36.5	214.4	0.9	0.22	0.02	0.74	0.94	NA	-2.38	0.08	NA	83.42	187	46	204	297	610	395	2967	459	4362	4198	6.55	7.15	15917	0.739	338145	27459	365604	4165	11	TARA_146_SRF_0.22-3	ERS494236	ERR598968	http://www.ebi.ac.uk/ena/data/view/ERR598968	TARA_B100001540	http://www.pangaea.de/search?All&q=TARA_B100001540	TARA_146	2012-02-15 12:54:00	34.6712	-71.3093	5	(SRF) surface water layer (ENVO:00002042)	0.22	3	Westerlies Biome	(NAO) North Atlantic Ocean [MRGID:1912]	(NAST-W) North Atlantic Subtropical Gyral Province [MRGID:21455]	SRF
TARA_B100001750	02/27/2012 06:43 PM	34.02	-56.87	246.4	18.2	36.6	191.8	4	0.03	0.18	4.13	1.62	16.1	0.01	0.03	NA	1.19	64	38	176	29	262	318	3903	602	6550	6474	6.45	7.18	19854	0.726	174983	0	174983	0	15	TARA_148b_MES_0.22-3	ERS494374	ERR598958	http://www.ebi.ac.uk/ena/data/view/ERR598958	TARA_B100001750	http://www.pangaea.de/search?All&q=TARA_B100001750	TARA_148b	2012-02-27 15:28:31	34.1504	-56.9684	250	(MES) mesopelagic zone (ENVO:00000213)	0.22	3	Westerlies Biome	(NAO) North Atlantic Ocean [MRGID:1912]	(NAST-W) North Atlantic Subtropical Gyral Province [MRGID:21455]	MES
TARA_B100001741	02/24/2012 11:41 AM	31.7	-64.25	6.1	20.4	36.6	212.6	NA	0.09	0	0.15	0.73	NA	0.01	0.03	NA	1.19	64	38	176	29	262	318	2900	452	4282	4067	6.75	7.17	15943	0.741	318391	45701	364093	1911	10	TARA_148_SRF_0.22-3	ERS494332	ERR599123	http://www.ebi.ac.uk/ena/data/view/ERR599123	TARA_B100001741	http://www.pangaea.de/search?All&q=TARA_B100001741	TARA_148	2012-02-24 11:40:00	31.6948	-64.2489	5	(SRF) surface water layer (ENVO:00002042)	0.22	3	Westerlies Biome	(NAO) North Atlantic Ocean [MRGID:1912]	(NAST-W) North Atlantic Subtropical Gyral Province [MRGID:21455]	SRF
TARA_B100001765	03/01/2012 08:06 PM	34.1	-49.78	734.3	10.6	35.4	155.2	21.3	0.01	1.36	21.11	11.38	15.2	0.21	0.05	NA	0	113	30	162	29	755	732	3643	555	6109	6074	6.78	7.16	19185	0.726	74179	0	74179	0	24	TARA_149_MES_0.22-3	ERS494431	ERR598964	http://www.ebi.ac.uk/ena/data/view/ERR598964	TARA_B100001765	http://www.pangaea.de/search?All&q=TARA_B100001765	TARA_149	2012-03-01 18:50:26	34.0771	-49.8233	740	(MES) mesopelagic zone (ENVO:00000213)	0.22	3	Westerlies Biome	(NAO) North Atlantic Ocean [MRGID:1912]	(NAST-W) North Atlantic Subtropical Gyral Province [MRGID:21455]	MES
TARA_B100001758	03/01/2012 11:55 AM	34.1	-49.89	5.5	18.7	36.4	220.2	-1.2	0.25	0.06	0.68	0.8	13.8	0.21	0.05	NA	0	113	30	162	29	755	732	2962	445	4325	4069	6.71	7.14	15146	0.742	379018	54719	433737	7375	10	TARA_149_SRF_0.22-3	ERS494394	ERR598963	http://www.ebi.ac.uk/ena/data/view/ERR598963	TARA_B100001758	http://www.pangaea.de/search?All&q=TARA_B100001758	TARA_149	2012-03-01 10:48:00	34.1132	-49.9181	5	(SRF) surface water layer (ENVO:00002042)	0.22	3	Westerlies Biome	(NAO) North Atlantic Ocean [MRGID:1912]	(NAST-W) North Atlantic Subtropical Gyral Province [MRGID:21455]	SRF
TARA_B100001778	03/05/2012 09:32 PM	35.75	-37.05	39.8	17.7	36.2	230.1	1.2	0.04	0	0.17	0.84	20.5	-0.18	0.04	NA	22.03	77	43	101	28	482	110	2919	449	4225	4040	6.75	7.22	17444	0.739	579589	114413	694003	6137	12	TARA_150_DCM_0.22-3	ERS494488	ERR598996	http://www.ebi.ac.uk/ena/data/view/ERR598996	TARA_B100001778	http://www.pangaea.de/search?All&q=TARA_B100001778	TARA_150	2012-03-05 17:34:00	35.8427	-37.1526	40	(DCM) deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Westerlies Biome	(NAO) North Atlantic Ocean [MRGID:1912]	(NAST-W) North Atlantic Subtropical Gyral Province [MRGID:21455]	DCM
TARA_B100001769	03/05/2012 11:02 AM	35.91	-37.26	5.5	17.6	36.3	228.4	-0.3	0.04	0.01	0.17	0.84	15.7	-0.18	0.04	NA	22.03	77	43	101	28	482	110	2918	449	4161	3971	6.78	7.13	14688	0.743	514205	146022	660227	7940	11	TARA_150_SRF_0.22-3	ERS494445	ERR599170	http://www.ebi.ac.uk/ena/data/view/ERR599170	TARA_B100001769	http://www.pangaea.de/search?All&q=TARA_B100001769	TARA_150	2012-03-05 09:25:00	35.9346	-37.3032	5	(SRF) surface water layer (ENVO:00002042)	0.22	3	Westerlies Biome	(NAO) North Atlantic Ocean [MRGID:1912]	(NAST-W) North Atlantic Subtropical Gyral Province [MRGID:21455]	SRF
TARA_B100001559	03/09/2012 06:49 PM	36.19	-28.88	77.6	16.8	36.2	228.5	1.6	0.01	0.01	0.05	0.63	18.5	-0.08	0.02	NA	36.94	36	69	107	36	361	271	3599	536	5286	5034	6.94	7.16	17701	0.732	259770	11716	271485	879	10	TARA_151_DCM_0.22-3	ERS494559	ERR598986	http://www.ebi.ac.uk/ena/data/view/ERR598986	TARA_B100001559	http://www.pangaea.de/search?All&q=TARA_B100001559	TARA_151	2012-03-09 17:42:29	36.1811	-28.9373	80	(DCM) deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Westerlies Biome	(NAO) North Atlantic Ocean [MRGID:1912]	(NAST-E) North Atlantic Subtropical Gyral Province [MRGID:21467]	DCM
TARA_B100001564	03/09/2012 10:13 AM	36.16	-29.01	5.4	17.3	36.2	232.1	0.3	0.02	0.01	0.02	0.65	20.7	-0.08	0.02	NA	36.94	36	69	107	36	361	271	2822	423	4021	3877	6.78	7.12	14772	0.742	377257	66886	444143	3569	9	TARA_151_SRF_0.22-3	ERS494518	ERR598976	http://www.ebi.ac.uk/ena/data/view/ERR598976	TARA_B100001564	http://www.pangaea.de/search?All&q=TARA_B100001564	TARA_151	2012-03-09 08:59:00	36.1715	-29.023	5	(SRF) surface water layer (ENVO:00002042)	0.22	3	Westerlies Biome	(NAO) North Atlantic Ocean [MRGID:1912]	(NAST-E) North Atlantic Subtropical Gyral Province [MRGID:21467]	SRF
TARA_B100001179	03/19/2012 04:14 PM	43.74	-16.88	791.8	10.2	35.5	175.3	18.2	0.01	1.12	18.03	10.38	25.1	0	0.11	NA	2.83	168	37	522	29	672	576	3626	555	6000	6009	6.77	7.21	19541	0.73	83945	0	83945	0	21	TARA_152_MES_0.22-3	ERS494616	ERR598944	http://www.ebi.ac.uk/ena/data/view/ERR598944	TARA_B100001179	http://www.pangaea.de/search?All&q=TARA_B100001179	TARA_152	2012-03-19 14:59:48	43.7182	-16.8714	800	(MES) mesopelagic zone (ENVO:00000213)	0.22	3	Westerlies Biome	(NAO) North Atlantic Ocean [MRGID:1912]	(NAST-E) North Atlantic Subtropical Gyral Province [MRGID:21467]	MES
TARA_B100001173	03/19/2012 10:42 AM	43.69	-16.85	5.4	14.3	36	243.1	3	0.31	0.16	2.16	1.24	23.8	0	0.11	NA	2.83	168	37	522	29	672	576	3084	460	4331	4177	6.82	7.18	14843	0.748	555269	104028	659297	7551	11	TARA_152_SRF_0.22-3	ERS494579	ERR599078	http://www.ebi.ac.uk/ena/data/view/ERR599078	TARA_B100001173	http://www.pangaea.de/search?All&q=TARA_B100001173	TARA_152	2012-03-19 08:18:00	43.6792	-16.8344	5	(SRF) surface water layer (ENVO:00002042)	0.22	3	Westerlies Biome	(NAO) North Atlantic Ocean [MRGID:1912]	(NAST-E) North Atlantic Subtropical Gyral Province [MRGID:21467]	SRF
TARA_B100001175	03/20/2012 12:20 PM	43.79	-16.89	23.9	14.3	36	239.4	3.8	0.32	0.17	2.26	1.26	24.8	0	0.11	NA	2.83	168	37	522	29	672	576	3303	484	4734	4525	6.87	7.18	15780	0.743	611238	77339	688577	6069	10	TARA_152_MIX_0.22-3	ERS494628	ERR599001	http://www.ebi.ac.uk/ena/data/view/ERR599001	TARA_B100001175	http://www.pangaea.de/search?All&q=TARA_B100001175	TARA_152	2012-03-20 08:48:42	43.7056	-16.8794	25	(MIX) marine epipelagic mixed layer (ENVO:01000061)	0.22	3	Westerlies Biome	(NAO) North Atlantic Ocean [MRGID:1912]	(NAST-E) North Atlantic Subtropical Gyral Province [MRGID:21467]	MIX
TARA_S200000501	11/02/2009 12:43 PM	35.76	14.25	61.6	18.4	37.9	237.9	NA	0.03	0.01	0.02	0.62	23.2	0.14	0	NA	7.67	39	84	57	56	395	NA	2746	434	4034	3922	6.55	7.14	14088	0.748	NA	NA	NA	NA	13	TARA_018_DCM_0.22-1.6	ERS488346	ERR599073|ERR599092	http://www.ebi.ac.uk/ena/data/view/ERR599073,ERR599092	TARA_S200000501	http://www.pangaea.de/search?All&q=TARA_S200000501	TARA_018	2009-11-02 14:07:00	35.7528	14.2765	60	(DCM) deep chlorophyll maximum layer (ENVO:01000326)	0.22	1.6	Westerlies Biome	(MS) Mediterranean Sea [MRGID:1905]	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	DCM
TARA_A100000164	11/02/2009 08:18 AM	35.76	14.26	5.4	21.4	37.9	207.8	NA	0.02	0.03	0.12	0.56	22	0.14	0	NA	7.67	39	84	57	56	395	NA	2754	423	4030	3931	6.61	7.14	14161	0.747	633618	39180	672798	947	14	TARA_018_SRF_0.22-1.6	ERS488330	ERR598993|ERR599140	http://www.ebi.ac.uk/ena/data/view/ERR598993,ERR599140	TARA_A100000164	http://www.pangaea.de/search?All&q=TARA_A100000164	TARA_018	2009-11-02 08:13:00	35.759	14.2574	5	(SRF) surface water layer (ENVO:00002042)	0.22	1.6	Westerlies Biome	(MS) Mediterranean Sea [MRGID:1905]	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	SRF
TARA_E500000081	11/18/2009 12:42 PM	42.17	17.72	55.2	15.7	38.4	224.3	NA	0.01	0.01	0.05	1.05	8.5	-0.39	0	NA	1.89	9	54	55	32	157	NA	2943	441	4076	3974	6.74	7.15	15924	0.739	594712	29838	624550	1090	17	TARA_023_DCM_0.22-1.6	ERS477998	ERR315859|ERR315860	http://www.ebi.ac.uk/ena/data/view/ERR315859,ERR315860	TARA_E500000081	http://www.pangaea.de/search?All&q=TARA_E500000081	TARA_023	2009-11-18 13:50:00	42.1735	17.7252	55	(DCM) deep chlorophyll maximum layer (ENVO:01000326)	0.22	1.6	Westerlies Biome	(MS) Mediterranean Sea [MRGID:1905]	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	DCM
TARA_E500000075	11/18/2009 08:23 AM	42.21	17.71	5.5	17.6	38.2	220	NA	0.01	0.01	0.04	1.38	7.7	-0.39	0	NA	1.89	9	54	55	32	157	NA	2658	408	3735	3632	6.58	7.13	14477	0.745	746759	57854	804613	1499	18	TARA_023_SRF_0.22-1.6	ERS477979	ERR315858|ERR315861	http://www.ebi.ac.uk/ena/data/view/ERR315858,ERR315861	TARA_E500000075	http://www.pangaea.de/search?All&q=TARA_E500000075	TARA_023	2009-11-18 08:41:00	42.2038	17.715	5	(SRF) surface water layer (ENVO:00002042)	0.22	1.6	Westerlies Biome	(MS) Mediterranean Sea [MRGID:1905]	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	SRF
TARA_E500000331	11/23/2009 12:40 PM	39.41	19.38	51.7	15.2	38.5	229.5	NA	0.07	0.07	0.15	1.82	13.6	0.18	0.02	NA	1.25	29	54	38	33	374	NA	3128	472	4369	4195	6.73	7.13	15774	0.737	NA	NA	NA	NA	14	TARA_025_DCM_0.22-1.6	ERS488509	ERR599094|ERR599153	http://www.ebi.ac.uk/ena/data/view/ERR599094,ERR599153	TARA_E500000331	http://www.pangaea.de/search?All&q=TARA_E500000331	TARA_025	2009-11-23 13:52:00	39.3991	19.3997	50	(DCM) deep chlorophyll maximum layer (ENVO:01000326)	0.22	1.6	Westerlies Biome	(MS) Mediterranean Sea [MRGID:1905]	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	DCM
TARA_E500000178	11/23/2009 09:14 AM	39.39	19.39	5.5	18.3	38.2	218	NA	0	0.01	0.03	1.05	13.6	0.18	0.02	NA	1.25	29	54	38	33	374	NA	2724	419	3720	3635	6.71	7.17	14408	0.749	264404	34000	298404	1123	21	TARA_025_SRF_0.22-1.6	ERS488486	ERR598951|ERR599043	http://www.ebi.ac.uk/ena/data/view/ERR598951,ERR599043	TARA_E500000178	http://www.pangaea.de/search?All&q=TARA_E500000178	TARA_025	2009-11-23 09:12:00	39.3888	19.3905	5	(SRF) surface water layer (ENVO:00002042)	0.22	1.6	Westerlies Biome	(MS) Mediterranean Sea [MRGID:1905]	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	SRF
TARA_A100001011	12/15/2009 04:17 PM	33.93	32.77	69.1	19	39.3	218.1	0.3	0.01	0	0.02	0.67	14.7	-0.86	0.03	NA	40.81	41	77	66	65	260	307	2393	375	3191	3170	6.56	7.14	12843	0.755	598682	48034	646716	669	15	TARA_030_DCM_0.22-1.6	ERS478040	ERR318618|ERR318619|ERR318620|ERR318621	http://www.ebi.ac.uk/ena/data/view/ERR318618,ERR318619,ERR318620,ERR318621	TARA_A100001011	http://www.pangaea.de/search?All&q=TARA_A100001011	TARA_030	2009-12-15 15:23:37	33.9235	32.8118	70	(DCM) deep chlorophyll maximum layer (ENVO:01000326)	0.22	1.6	Westerlies Biome	(MS) Mediterranean Sea [MRGID:1905]	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	DCM
TARA_A100001015	12/15/2009 10:40 AM	33.92	32.89	5.4	20.5	39.4	207.6	-0.7	0	0	0.05	0.82	13.2	-0.86	0.03	NA	40.81	41	77	66	65	260	307	2215	344	3185	3027	6.38	7.12	12612	0.754	232380	36418	268797	1225	15	TARA_030_SRF_0.22-1.6	ERS478017	ERR315862|ERR315863	http://www.ebi.ac.uk/ena/data/view/ERR315862,ERR315863	TARA_A100001015	http://www.pangaea.de/search?All&q=TARA_A100001015	TARA_030	2009-12-15 10:41:00	33.9179	32.898	5	(SRF) surface water layer (ENVO:00002042)	0.22	1.6	Westerlies Biome	(MS) Mediterranean Sea [MRGID:1905]	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	SRF
TARA_A100001388	01/09/2010 07:25 AM	27.16	34.83	5.4	25.1	40	188.8	-0.1	0.01	0.02	0.03	0.82	28.2	NA	0	NA	0	45	84	90	33	401	139	2261	366	3358	3229	6.35	7.08	14134	0.74	473351	204723	678074	1192	13	TARA_031_SRF_0.22-1.6	ERS488545	ERR598969|ERR599106	http://www.ebi.ac.uk/ena/data/view/ERR598969,ERR599106	TARA_A100001388	http://www.pangaea.de/search?All&q=TARA_A100001388	TARA_031	2010-01-09 07:15:00	27.16	34.835	5	(SRF) surface water layer (ENVO:00002042)	0.22	1.6	Coastal Biome	(RS) Red Sea [MRGID:4264]	(REDS) Red Sea, Persian Gulf Province [MRGID:21474]	SRF
TARA_A100001037	01/11/2010 07:14 PM	23.38	37.29	85.5	26.1	40.2	180	1.2	0.01	0.03	0.01	0.85	23.4	NA	0	NA	0	35	80	142	28	287	231	3146	505	4409	4349	6.55	7.2	17321	0.737	294828	29385	324213	374	12	TARA_032_DCM_0.22-1.6	ERS488599	ERR599061|ERR599097	http://www.ebi.ac.uk/ena/data/view/ERR599061,ERR599097	TARA_A100001037	http://www.pangaea.de/search?All&q=TARA_A100001037	TARA_032	2010-01-11 14:17:00	23.4183	37.245	80	(DCM) deep chlorophyll maximum layer (ENVO:01000326)	0.22	1.6	Coastal Biome	(RS) Red Sea [MRGID:4264]	(REDS) Red Sea, Persian Gulf Province [MRGID:21474]	DCM
